24,70,174,1
26,45,165,0
23,59,175,1
22,51,166,0
22,71,183,1
24,72,172,1
26,43,163,0
28,60,165,0
28,65,175,1
22,50,164,1
21,59,166,0
22,60,175,0
22,52,168,0
21,45,160,0
22,52,155,0
22,53,170,0
22,40,154,0
22,55,161,0
22,65,175,1
22,68,171,0
23,47,155,0
24,59,166,0
22,52,160,0
22,65,185,1
22,54,166,0
21,55,169,0
21,49,165,0
21,49,165,0
21,44,164,0
22,59,160,0
23,40,150,0
23,49,160,0
22,56,160,0
22,70,175,1
23,65,183,1
22,49,167,0
22,47,163,0
22,49,168,0
